step,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
110,535654.59,C412096572,535654.59,0.0,C1514312963,448145.96,983800.55,1,0,1,0,0,0
206,81943.26,C1055409182,52095.0,0.0,C709091500,1726430.62,1808373.88,0,0,1,0,0,0
175,87622.5,C890173337,87622.5,0.0,C1148930688,262099.92,349722.42,1,0,1,0,0,0
226,5772.0,C1881699309,5772.0,0.0,C1419251036,0.0,0.0,1,0,0,0,0,1
11,395041.78,C614803444,0.0,0.0,C757493898,2126667.02,2694493.7,0,0,0,0,0,1
286,175814.48,C1687827719,150774.31,0.0,C1467515451,1836964.99,2012779.47,0,0,1,0,0,0
179,434896.42,C282302420,212734.0,0.0,C790666143,620329.98,1055226.4,0,0,1,0,0,0
244,53338.82,C671943963,53338.82,0.0,C1516151145,982332.85,1035671.67,1,0,1,0,0,0
421,19729.68,C943180964,19729.68,0.0,C1849745670,0.0,0.0,1,0,0,0,0,1
407,13481.4,C1081629671,31130.0,17648.6,M1754853037,0.0,0.0,0,0,0,0,1,0
167,251140.96,C995170133,251140.96,0.0,C8248650,118975.87,370116.83,1,0,1,0,0,0
402,20758.44,C1124199648,0.0,0.0,M568337145,0.0,0.0,0,0,0,0,1,0
246,14343.03,C1209271656,14343.03,0.0,C1688178695,0.0,0.0,1,0,0,0,0,1
21,15976.56,C2084820467,2520.0,0.0,M767540687,0.0,0.0,0,0,0,0,1,0
48,561374.78,C796147836,561374.78,0.0,C723898004,0.0,0.0,1,0,0,0,0,1
324,13679.48,C1142036082,0.0,0.0,M357818002,0.0,0.0,0,0,0,0,1,0
234,205540.96,C2139275817,0.0,0.0,C1265251207,596369.44,801910.4,0,0,1,0,0,0
211,405062.33,C418222166,405062.33,0.0,C690195469,1844185.94,2249248.27,1,0,1,0,0,0
178,267367.17,C346526924,1002.28,0.0,C260445116,2060645.65,2328012.83,0,0,1,0,0,0
119,46024.24,C888309260,107132.0,61107.76,C1888792767,21614.8,67639.04,0,0,0,0,0,1
342,348952.97,C1242285764,348952.97,0.0,C231206741,203323.19,552276.17,1,0,1,0,0,0
202,26847.72,C1411539833,0.0,0.0,M1917058475,0.0,0.0,0,0,0,0,1,0
308,3441.8,C1313936761,0.0,0.0,M361339444,0.0,0.0,0,0,0,0,1,0
20,27681.45,C1640869090,0.0,0.0,C185962761,306844.63,334526.08,0,0,1,0,0,0
181,534.91,C419923363,51497.0,50962.09,C1808060648,164865.58,165400.48,0,0,1,0,0,0
329,338062.05,C1860206969,338062.05,0.0,C1374054155,237575.75,575637.8,1,0,1,0,0,0
141,35358.86,C596834179,11154.0,46512.86,C2139425330,0.0,0.0,0,0,0,0,0,0
340,26478.48,C2100222508,26478.48,0.0,C2123765878,403400.86,429879.34,1,0,1,0,0,0
141,994.78,C1148910722,51894.0,50899.22,M1337128401,0.0,0.0,0,0,0,0,1,0
437,101392.92,C1484407499,101392.92,0.0,C86900925,0.0,0.0,1,0,0,0,0,1
354,87019.15,C1397195238,1581.0,0.0,C1150430499,0.0,87019.15,0,0,1,0,0,0
493,176502.81,C2006580713,24077.0,0.0,C958866619,1098831.27,1275334.08,0,0,1,0,0,0
321,35353.49,C1687108353,310106.08,274752.59,M1112289413,0.0,0.0,0,0,0,0,1,0
596,17951.19,C487886902,99043.0,116994.19,C1127207923,0.0,0.0,0,0,0,0,0,0
206,11516.72,C836182819,0.0,0.0,M2054197058,0.0,0.0,0,0,0,0,1,0
165,96197.69,C278328873,10011.0,0.0,C161538153,182170.94,278368.63,0,0,1,0,0,0
205,71135.45,C16874845,20343.0,0.0,C705335448,500316.02,571451.47,0,0,1,0,0,0
42,4322.94,C544353293,0.0,0.0,M1789092048,0.0,0.0,0,0,0,0,1,0
231,31449.74,C571897423,144512.0,113062.26,M2043859146,0.0,0.0,0,0,0,0,1,0
407,457159.37,C174966129,0.0,0.0,C847487604,850756.29,1307915.66,0,0,1,0,0,0
628,709950.57,C1251020592,709950.57,0.0,C723136317,0.0,709950.57,1,0,1,0,0,0
295,162756.9,C1466532646,162756.9,0.0,C1824270535,927190.11,1089947.01,1,0,1,0,0,0
287,223730.4,C734008057,223730.4,0.0,C1763626980,0.0,0.0,1,0,0,0,0,1
139,49854.71,C1833360558,0.0,0.0,C1997896586,791292.78,841147.49,0,0,1,0,0,0
253,653392.86,C1812389585,115294.0,768686.86,C1109884607,0.0,0.0,0,0,0,0,0,0
208,50820.71,C774406325,50820.71,0.0,C1399106049,0.0,50820.71,1,0,1,0,0,0
206,14206.82,C1489685700,14206.82,0.0,C371244404,0.0,0.0,1,0,0,0,0,1
491,449199.47,C542986012,449199.47,0.0,C628613220,0.0,0.0,1,0,0,0,0,1
345,192599.1,C357181926,1398.0,0.0,C1834891462,1720081.65,1912680.74,0,0,1,0,0,0
226,77621.62,C569880668,356663.0,279041.38,C985086791,6455.29,84076.91,0,0,1,0,0,0
74,85637.08,C1809932675,85637.08,0.0,C1098977292,0.0,0.0,1,0,0,0,0,1
233,157353.39,C893034321,157353.39,0.0,C704220128,0.0,0.0,1,0,0,0,0,1
273,103078.52,C1724879922,103078.52,0.0,C728668261,0.0,0.0,1,0,0,0,0,1
419,426323.38,C73136408,426323.38,0.0,C684702982,0.0,0.0,1,0,0,0,0,1
58,106673.26,C160197221,106673.26,0.0,C431559844,0.0,106673.26,1,0,1,0,0,0
569,176626.77,C1445328479,176626.77,0.0,C1305022941,0.0,0.0,1,0,0,0,0,1
341,357824.01,C1046302165,357824.01,0.0,C1601738020,158077.81,515901.82,1,0,1,0,0,0
308,178180.03,C1660149357,178180.03,0.0,C1502223655,0.0,0.0,1,0,0,0,0,1
404,19086.6,C854806527,507.03,0.0,M1624926510,0.0,0.0,0,0,0,0,1,0
367,435867.16,C790089745,435867.16,0.0,C1816333758,0.0,0.0,1,0,0,0,0,1
205,2229.48,C386056917,224764.4,222534.92,M1180819413,0.0,0.0,0,0,0,0,1,0
601,98099.07,C1671141457,98099.07,0.0,C677305975,0.0,98099.07,1,0,1,0,0,0
306,14199.86,C1881620415,780.0,0.0,M474691622,0.0,0.0,0,0,0,0,1,0
93,269545.63,C1309775985,269545.63,0.0,C1771620140,905690.55,1175236.17,1,0,1,0,0,0
9,128355.32,C429020780,0.0,0.0,C221674877,2038462.63,2383642.06,0,0,1,0,0,0
374,243747.83,C1536431986,243747.83,0.0,C1220821347,0.0,0.0,1,0,0,0,0,1
323,31486.4,C1930374623,0.0,0.0,C405511708,823640.35,855126.75,0,0,1,0,0,0
332,9524.86,C612773905,433298.0,423773.14,M765249110,0.0,0.0,0,0,0,0,1,0
90,703833.48,C199695016,703833.48,0.0,C1584778754,0.0,0.0,1,0,0,0,0,1
46,35016.23,C1267520613,35016.23,0.0,C801157832,65435.34,100451.57,1,0,1,0,0,0
16,314132.7,C2032326540,66053.0,380185.7,C1762322619,2275471.52,2149268.43,0,0,0,0,0,0
482,132438.82,C677179162,132438.82,0.0,C520559752,0.0,0.0,1,0,0,0,0,1
42,23241.87,C1506481377,22229.0,0.0,M2105496874,0.0,0.0,0,0,0,0,1,0
16,505066.43,C1332931610,52808.0,0.0,C2112941133,7401.0,0.0,0,0,1,0,0,0
652,740124.95,C2073636475,740124.95,0.0,C1794713001,0.0,0.0,1,0,0,0,0,1
309,222694.08,C711809884,222694.08,0.0,C1914647954,0.0,0.0,1,0,0,0,0,1
618,114483.78,C934338438,114483.78,0.0,C209796396,780631.49,895115.27,1,0,1,0,0,0
233,54104.35,C860957721,7984.0,0.0,C1488994957,157194.73,211299.08,0,0,1,0,0,0
286,103124.43,C1284973829,103124.43,0.0,C1795673999,0.0,0.0,1,0,0,0,0,1
552,692743.57,C1785747825,692743.57,0.0,C1989613920,0.0,0.0,1,0,0,0,0,1
210,7725.15,C1754371860,105671.0,97945.85,M514106017,0.0,0.0,0,0,0,0,1,0
549,461442.52,C1093216808,461442.52,0.0,C713783990,11029.55,472472.07,1,0,1,0,0,0
94,84264.95,C125963356,11039.0,0.0,C1033496488,1111263.11,1195528.07,0,0,1,0,0,0
420,253261.96,C1705481252,253261.96,0.0,C1051090586,95869.95,349131.91,1,0,1,0,0,0
573,457789.14,C629419411,457789.14,0.0,C1272218785,0.0,457789.14,1,0,1,0,0,0
181,410299.86,C364474699,410299.86,0.0,C1549220926,0.0,0.0,1,0,0,0,0,1
137,595.53,C246407816,0.0,0.0,M796628527,0.0,0.0,0,0,0,0,1,0
692,349619.91,C925944949,349619.91,0.0,C345169466,1472559.62,1822179.54,1,0,1,0,0,0
162,14943.4,C1233897492,0.0,0.0,C48895584,582540.15,597483.56,0,0,1,0,0,0
326,618381.01,C1639715926,618381.01,0.0,C1433454555,0.0,0.0,1,0,0,0,0,1
722,59263.88,C2141452552,59263.88,0.0,C1620015007,0.0,0.0,1,0,0,0,0,1
636,146095.73,C417197262,146095.73,0.0,C1598093158,0.0,146095.73,1,0,1,0,0,0
288,722832.95,C707039983,722832.95,0.0,C100431989,0.0,722832.95,1,0,1,0,0,0
177,68536.24,C449838957,68536.24,0.0,C1165543736,410774.24,479310.48,1,0,1,0,0,0
308,5610.33,C1738787132,18782.0,13171.67,M1067161637,0.0,0.0,0,0,0,0,1,0
279,144044.35,C500782163,144044.35,0.0,C1678225992,0.0,0.0,1,0,0,0,0,1
185,164213.17,C803411135,164213.17,0.0,C1325722809,1681702.11,1845915.27,1,0,1,0,0,0
162,193439.57,C1261131608,51689.0,245128.57,C509376750,1983400.72,1789961.16,0,0,0,0,0,0
589,164296.85,C337181561,164296.85,0.0,C701761965,1371866.69,1536163.54,1,0,1,0,0,0
209,7089.64,C44845271,0.0,0.0,M1102362495,0.0,0.0,0,0,0,0,1,0
374,60490.63,C1322313756,104201.0,43710.37,C83642863,492752.0,553242.63,0,0,1,0,0,0
53,99139.27,C831891422,99139.27,0.0,C1984865103,0.0,0.0,1,0,0,0,0,1
81,78028.89,C1141684760,78028.89,0.0,C1203351352,0.0,0.0,1,0,0,0,0,1
14,166625.75,C187498140,23337.0,0.0,C707963752,164097.0,330722.75,0,0,1,0,0,0
290,3275.33,C150547094,3275.33,0.0,C918786855,0.0,0.0,1,0,0,0,0,1
379,152611.71,C1126045904,60835.0,0.0,C1893331748,0.0,152611.71,0,0,1,0,0,0
329,404187.93,C1340748621,5005.0,409192.93,C1636743370,556611.99,152424.05,0,0,0,0,0,0
334,114381.0,C1607701023,0.0,0.0,C2101997469,1457232.22,1571613.22,0,0,1,0,0,0
403,128960.5,C2096689442,426.0,129386.5,C718065556,0.0,0.0,0,0,0,0,0,0
571,124510.32,C169405,7736.0,0.0,C1706582100,659176.68,783687.0,0,0,1,0,0,0
354,119423.8,C480871448,0.0,0.0,C1705494923,761443.64,880867.44,0,0,1,0,0,0
314,271150.29,C1431720928,271150.29,0.0,C1276777256,105282.66,376432.95,1,0,1,0,0,0
279,33805.63,C871653616,325143.98,358949.6,C629612386,493640.95,459835.32,0,0,0,0,0,0
487,882637.83,C1094519972,882637.83,0.0,C1202883151,6493.14,889130.97,1,0,1,0,0,0
420,245891.86,C1784295117,11340.0,0.0,C18119851,599907.0,845798.87,0,0,1,0,0,0
74,59127.34,C1444290021,59127.34,0.0,C959470338,0.0,0.0,1,0,0,0,0,1
284,800115.05,C98533918,800115.05,0.0,C1726841955,317406.39,1117521.44,1,0,1,0,0,0
366,500003.56,C1283250081,500003.56,0.0,C956555426,0.0,500003.56,1,0,1,0,0,0
720,71439.81,C1458525982,71439.81,0.0,C1880748813,106159.59,177599.4,1,0,1,0,0,0
681,17856.28,C1129328323,798.0,0.0,M753429103,0.0,0.0,0,0,0,0,1,0
191,204.48,C549800515,35535.0,35330.52,M1760914252,0.0,0.0,0,0,0,0,1,0
161,6324.83,C1148278635,156552.87,150228.04,M893941479,0.0,0.0,0,0,0,0,1,0
152,102945.99,C1847949987,102945.99,0.0,C1663207814,2276404.45,2379350.44,1,0,1,0,0,0
66,79441.66,C1915179121,79441.66,0.0,C36534041,0.0,0.0,1,0,0,0,0,1
558,889.76,C1875485157,889.76,0.0,C1564090891,29138.76,30028.51,1,0,1,0,0,0
63,14017.38,C1076609671,14017.38,0.0,C1903932056,0.0,14017.38,1,0,1,0,0,0
231,114347.73,C99070842,20974.0,0.0,C1995563564,459459.52,573807.25,0,0,1,0,0,0
676,171572.06,C1854902187,171572.06,0.0,C920320326,0.0,0.0,1,0,0,0,0,1
129,139210.23,C1418109615,139210.23,0.0,C1960441382,389208.21,528418.44,1,0,1,0,0,0
597,271228.86,C1029673260,204518.0,475746.86,C870628971,0.0,0.0,0,0,0,0,0,0
258,11790.44,C863531847,0.0,0.0,C1438763034,816752.19,828542.64,0,0,1,0,0,0
546,58620.62,C1836634268,10928.0,69548.62,C1619440550,21423.7,0.0,0,0,0,0,0,0
235,131313.56,C1169941048,151430.0,282743.56,C2122435880,0.0,0.0,0,0,0,0,0,0
169,47754.89,C1105110331,5810.75,0.0,C1090677944,1274848.89,1322603.77,0,0,1,0,0,0
14,354844.78,C2136123476,47203.12,0.0,C488011624,2310849.5,3273631.44,0,0,1,0,0,0
373,82750.0,C342734200,82750.0,0.0,C314896314,0.0,82750.0,1,0,1,0,0,0
369,8602.92,C548795972,0.0,0.0,M1946718728,0.0,0.0,0,0,0,0,1,0
307,3327.27,C795708280,50200.46,46873.2,M207148289,0.0,0.0,0,0,0,0,1,0
133,195140.31,C1224113271,5513.0,200653.31,C734969186,15559.0,0.0,0,0,0,0,0,0
141,263545.29,C96391269,0.0,0.0,C1310575604,2623716.52,2887261.81,0,0,1,0,0,0
178,122057.89,C1187209348,0.0,0.0,C1624832288,692048.53,1100975.96,0,0,1,0,0,0
370,107868.6,C1369894025,181534.0,289402.6,C1150899322,5349.14,0.0,0,0,0,0,0,0
215,2157.96,C2146239669,15345.0,13187.04,M3358787,0.0,0.0,0,0,0,0,1,0
420,253261.96,C157115581,253261.96,0.0,C989314619,0.0,0.0,1,0,0,0,0,1
259,219566.82,C1486313126,38601.0,0.0,C555015739,0.0,425709.94,0,0,1,0,0,0
697,289177.34,C1784743677,289177.34,0.0,C1686059852,0.0,0.0,1,0,0,0,0,1
164,23301.01,C1186708838,0.0,0.0,M2021127889,0.0,0.0,0,0,0,0,1,0
602,274125.77,C1814867638,274125.77,0.0,C67323389,0.0,274125.77,1,0,1,0,0,0
421,19729.68,C1979477621,19729.68,0.0,C1623524019,0.0,19729.68,1,0,1,0,0,0
425,19421.77,C499057718,19421.77,0.0,C1899051151,0.0,0.0,1,0,0,0,0,1
151,258103.59,C866838575,258103.59,0.0,C1299552545,0.0,0.0,1,0,0,0,0,1
355,16974.49,C2113297391,30845.0,13870.51,M713065880,0.0,0.0,0,0,0,0,1,0
44,121889.42,C491004368,50084.0,0.0,C498045701,1837.26,266026.93,0,0,1,0,0,0
143,171337.99,C239155420,171337.99,0.0,C780047306,0.0,0.0,1,0,0,0,0,1
161,160351.22,C1227029335,160351.22,0.0,C1661119285,1897330.5,2057681.72,1,0,1,0,0,0
252,2894.94,C1279374913,58820.0,55925.06,M242044520,0.0,0.0,0,0,0,0,1,0
3,22877.0,C2126545173,22877.0,0.0,C573200870,0.0,22877.0,1,0,1,0,0,0
280,4242.29,C141111392,1060.0,0.0,M1420473313,0.0,0.0,0,0,0,0,1,0
285,3623.18,C1086461178,10436.0,6812.82,M158140423,0.0,0.0,0,0,0,0,1,0
255,422334.04,C23890256,10537.0,0.0,C2001954205,150695.45,573029.5,0,0,0,0,0,1
648,27584.17,C641646944,27584.17,0.0,C951980885,0.0,27584.17,1,0,1,0,0,0
34,106962.89,C1782920161,0.0,0.0,C475388725,3952837.96,4059800.85,0,0,1,0,0,0
255,50892.44,C1055531187,49948.0,100840.44,C1524781713,2599321.71,2548429.27,0,0,0,0,0,0
121,174296.71,C812613458,174296.71,0.0,C570182217,234032.55,408329.26,1,0,1,0,0,0
478,829286.58,C63485295,829286.58,0.0,C801090621,178393.69,1007680.27,1,0,1,0,0,0
586,353874.22,C1684585475,353874.22,353874.22,C1770418982,0.0,0.0,1,1,0,0,0,1
317,223228.11,C600776492,223228.11,0.0,C856386556,252901.53,476129.65,1,0,1,0,0,0
158,1247.85,C288041175,150218.62,148970.78,M2078769918,0.0,0.0,0,0,0,0,1,0
19,151047.53,C714887317,0.0,0.0,C1905342434,192206.33,477903.18,0,0,1,0,0,0
47,61487.67,C2064498880,61487.67,0.0,C1457751793,0.0,61487.67,1,0,1,0,0,0
15,2124.87,C1173569412,252561.32,250436.45,M1924514891,0.0,0.0,0,0,0,0,1,0
230,2861.84,C602483865,114.0,0.0,M1545501575,0.0,0.0,0,0,0,0,1,0
240,248962.83,C732436109,248962.83,0.0,C2053743705,0.0,0.0,1,0,0,0,0,1
68,374178.28,C712970778,374178.28,0.0,C44247024,616364.57,990542.85,1,0,1,0,0,0
157,813775.73,C122285117,813775.73,0.0,C1520619561,0.0,813775.73,1,0,1,0,0,0
135,96860.09,C559473465,0.0,0.0,C1959062531,3040276.47,3137136.56,0,0,1,0,0,0
376,248123.95,C1876256795,248123.95,0.0,C2126149850,614200.3,862324.25,1,0,1,0,0,0
447,155121.58,C2050839128,155121.58,0.0,C8466598,0.0,0.0,1,0,0,0,0,1
212,1220.8,C192629341,1220.8,0.0,C711485958,0.0,0.0,1,0,0,0,0,1
641,115599.26,C649566267,115599.26,0.0,C1937119864,2621088.84,2736688.1,1,0,1,0,0,0
482,37831.15,C1162461767,37831.15,0.0,C1883074444,0.0,0.0,1,0,0,0,0,1
7,164.0,C1455969984,164.0,0.0,C2119910556,0.0,0.0,1,0,0,0,0,1
21,438889.28,C1402105426,0.0,0.0,C339224326,2301709.04,2740598.33,0,0,1,0,0,0
704,158788.32,C1342183875,158788.32,0.0,C86858954,0.0,0.0,1,0,0,0,0,1
323,309093.01,C1278421846,0.0,0.0,C1140438279,547092.43,856185.44,0,0,1,0,0,0
299,451062.4,C826028438,51534.0,0.0,C855963284,27491.27,478553.67,0,0,1,0,0,0
282,372802.56,C2012750834,0.0,0.0,C413436801,710239.21,1083041.77,0,0,0,0,0,1
36,51517.47,C1945407195,174.0,0.0,C1883201664,852366.39,903883.86,0,0,1,0,0,0
386,879810.51,C739793738,879810.51,0.0,C1971770785,0.0,0.0,1,0,0,0,0,1
255,38806.92,C951214449,0.0,0.0,C156688177,2115294.61,2154101.53,0,0,1,0,0,0
595,816452.19,C1676610572,816452.19,0.0,C1173805843,0.0,0.0,1,0,0,0,0,1
50,592737.43,C300034494,592737.43,0.0,C206270107,163646.39,756383.82,1,0,1,0,0,0
382,19489.78,C632850921,19111.0,0.0,M173490813,0.0,0.0,0,0,0,0,1,0
379,101284.24,C972592685,10188.1,0.0,C1905647542,829944.3,931228.55,0,0,1,0,0,0
138,187290.57,C724361760,0.0,0.0,C1358868821,3074016.09,3261306.66,0,0,1,0,0,0
357,37872.61,C1153407704,0.0,0.0,M1403478952,0.0,0.0,0,0,0,0,1,0
321,4716.39,C997352962,45448.0,40731.61,M1130950501,0.0,0.0,0,0,0,0,1,0
373,530354.58,C1625326980,530354.58,0.0,C1011865698,0.0,0.0,1,0,0,0,0,1
161,125542.5,C1177325175,0.0,0.0,C1777365519,2204289.38,2329831.88,0,0,1,0,0,0
420,16551.15,C560534750,24487.0,7935.85,M1419255404,0.0,0.0,0,0,0,0,1,0
262,340936.99,C56193098,340936.99,0.0,C119224307,777058.51,1117995.5,1,0,1,0,0,0
718,4706.53,C1415068582,9054.0,4347.47,M824680128,0.0,0.0,0,0,0,0,1,0
398,30453.06,C1882951135,394576.86,364123.8,M884905956,0.0,0.0,0,0,0,0,1,0
394,3751.57,C1957023533,311.0,0.0,C1986808759,107582.66,111334.22,0,0,1,0,0,0
701,306691.05,C1064966733,306691.05,0.0,C467221336,0.0,0.0,1,0,0,0,0,1
300,100449.85,C392883139,5672.0,106121.85,C991169368,247041.26,146591.41,0,0,0,0,0,0
252,76200.04,C376760344,76200.04,0.0,C1713255424,0.0,0.0,1,0,0,0,0,1
270,79712.37,C520405565,79712.37,0.0,C290202639,1193902.33,1273614.71,1,0,1,0,0,0
381,703882.14,C536229178,703882.14,0.0,C1631425585,100650.86,804533.01,1,0,1,0,0,0
284,558050.49,C1190521661,558050.49,0.0,C1567764028,0.0,0.0,1,0,0,0,0,1
239,425221.11,C656165499,425221.11,0.0,C1879363674,1107020.73,1532241.85,1,0,1,0,0,0
144,612743.87,C1830172898,612743.87,0.0,C1813501651,311807.53,924551.41,1,0,1,0,0,0
229,76005.8,C230687356,0.0,0.0,C1958036230,1272229.07,1348234.87,0,0,1,0,0,0
559,55539.89,C923707754,55539.89,0.0,C1301961209,0.0,0.0,1,0,0,0,0,1
681,5877.21,C1586719230,7326.42,1449.21,M883798825,0.0,0.0,0,0,0,0,1,0
97,253498.36,C918476031,253498.36,0.0,C2006029122,0.0,0.0,1,0,0,0,0,1
156,773696.12,C2131970934,773696.12,0.0,C204911747,0.0,0.0,1,0,0,0,0,1
225,213217.2,C1781544325,298439.0,511656.2,C17647092,27855.12,0.0,0,0,0,0,0,0
628,709950.57,C1239512802,709950.57,0.0,C1688563256,0.0,0.0,1,0,0,0,0,1
653,128440.4,C1893109609,128440.4,0.0,C1681867891,1424377.87,1552818.27,1,0,1,0,0,0
184,2085.88,C304699351,31911.0,29825.12,M1083017455,0.0,0.0,0,0,0,0,1,0
236,11208.02,C1091138586,106183.0,94974.98,M743915549,0.0,0.0,0,0,0,0,1,0
419,149535.0,C1439633894,149535.0,0.0,C1418590446,711124.24,860659.24,1,0,1,0,0,0
517,699183.61,C735610108,699183.61,0.0,C1408037662,0.0,0.0,1,0,0,0,0,1
136,8418.59,C2067732351,26684.95,18266.36,M1835141318,0.0,0.0,0,0,0,0,1,0
676,327773.15,C1561550785,327773.15,0.0,C1078506798,696949.46,1024722.61,1,0,1,0,0,0
105,511379.9,C1032127043,511379.9,0.0,C946777990,0.0,0.0,1,0,0,0,0,1
164,141546.47,C1211358833,0.0,0.0,C1649396631,1064386.89,1205933.36,0,0,0,0,0,1
233,37357.32,C1908599999,37357.32,0.0,C232254728,0.0,0.0,1,0,0,0,0,1
379,138965.54,C795453729,881.0,139846.54,C849365695,1063185.42,924219.88,0,0,0,0,0,0
187,154896.74,C1353038299,9006.0,0.0,C186973727,0.0,154896.74,0,0,1,0,0,0
134,6845.9,C1405883417,49881.0,43035.1,M1407792627,0.0,0.0,0,0,0,0,1,0
213,209893.35,C1600691864,101353.0,0.0,C1512549423,624729.53,834622.88,0,0,0,0,0,1
382,565346.12,C1418682514,565346.12,0.0,C1366479177,0.0,0.0,1,0,0,0,0,1
354,7789.62,C77587041,15187.0,7397.38,C2030656333,371656.88,379446.5,0,0,0,1,0,0
282,17428.0,C1544110341,17428.0,0.0,C1942661971,93625.57,285154.96,1,0,1,0,0,0
726,185529.91,C1426277806,185529.91,0.0,C753666064,0.0,0.0,1,0,0,0,0,1
348,86753.68,C1282284148,99900.0,13146.32,C1428433359,788256.96,875010.64,0,0,1,0,0,0
384,56517.37,C2046050262,56517.37,0.0,C1102636619,0.0,56517.37,1,0,1,0,0,0
178,85017.99,C1219414151,85017.99,0.0,C1622163185,0.0,85017.99,1,0,1,0,0,0
608,27985.73,C1047942249,27985.73,0.0,C2050212137,0.0,0.0,1,0,0,0,0,1
71,14385.54,C1772396080,14385.54,0.0,C257338994,28309.09,42694.63,1,0,1,0,0,0
27,329937.88,C148278282,329937.88,0.0,C1783581377,349407.23,679345.1,1,0,1,0,0,0
258,1450.48,C98325093,0.0,0.0,M1988397469,0.0,0.0,0,0,0,0,1,0
239,28979.93,C1356362247,0.0,0.0,C1746045795,1723916.83,1752896.76,0,0,1,0,0,0
259,9678.63,C1501597401,0.0,0.0,M630730818,0.0,0.0,0,0,0,0,1,0
109,126375.17,C83653019,126375.17,0.0,C1418842986,0.0,0.0,1,0,0,0,0,1
691,77928.11,C1098633541,294.0,0.0,C304688080,0.0,77928.11,0,0,1,0,0,0
302,243941.8,C489314688,1461.0,0.0,C776763550,0.0,243941.8,0,0,0,0,0,1
726,9065.44,C1416286172,9065.44,0.0,C1369860809,0.0,0.0,1,0,0,0,0,1
106,219489.62,C1029645120,219489.62,0.0,C1349213118,0.0,219489.62,1,0,1,0,0,0
130,255131.5,C2034312518,24509.0,0.0,C2062033082,116622.84,371754.34,0,0,1,0,0,0
649,150205.64,C1014484059,150205.64,0.0,C1745685493,0.0,0.0,1,0,0,0,0,1
156,1701.03,C739542755,0.0,0.0,M1153318397,0.0,0.0,0,0,0,0,1,0
135,60646.82,C16325193,60646.82,0.0,C1142308678,0.0,0.0,1,0,0,0,0,1
408,429257.45,C1011516202,429257.45,0.0,C908525161,0.0,0.0,1,0,0,0,0,1
216,36300.25,C573579214,36300.25,0.0,C1049156281,0.0,36300.25,1,0,1,0,0,0
419,149535.0,C1318978641,149535.0,0.0,C1092574222,0.0,0.0,1,0,0,0,0,1
360,758848.47,C1635073538,758848.47,0.0,C25163995,0.0,0.0,1,0,0,0,0,1
179,133481.66,C1404926716,130.0,0.0,C1229051170,11972.0,0.0,0,0,0,0,0,1
343,237943.62,C2097433911,237943.62,0.0,C1006104964,2391221.01,2629164.62,1,0,1,0,0,0
739,176549.59,C1566996689,176549.59,0.0,C886844880,409531.17,586080.76,1,0,1,0,0,0
347,375085.44,C188926303,0.0,0.0,C1584462693,677237.06,1052322.49,0,0,1,0,0,0
664,171935.25,C1235622131,171935.25,0.0,C432129572,0.0,0.0,1,0,0,0,0,1
205,205073.17,C840870117,5028.0,0.0,C1038930849,1149384.01,1284994.57,0,0,1,0,0,0
707,4676.42,C1043527721,4676.42,0.0,C2017082627,0.0,0.0,1,0,0,0,0,1
707,226402.77,C1176671535,226402.77,0.0,C385619809,0.0,0.0,1,0,0,0,0,1
355,1934.27,C284137959,3450.0,1515.73,M1157841540,0.0,0.0,0,0,0,0,1,0
47,827921.27,C1304293347,827921.27,0.0,C957732076,1025081.63,1853002.91,1,0,1,0,0,0
489,107128.17,C596998655,107128.17,0.0,C1550443264,29150.7,136278.86,1,0,1,0,0,0
399,10304.05,C1974879849,0.0,0.0,M2129942451,0.0,0.0,0,0,0,0,1,0
178,19986.03,C1743666095,90667.08,70681.05,M524004173,0.0,0.0,0,0,0,0,1,0
312,117345.35,C1686904928,117345.35,0.0,C807316421,0.0,0.0,1,0,0,0,0,1
322,58053.25,C606592730,0.0,0.0,C127400790,4220828.03,4427691.73,0,0,1,0,0,0
252,20813.51,C1889871962,28236.0,7422.49,M1217840946,0.0,0.0,0,0,0,0,1,0
7,164.0,C1173659886,164.0,0.0,C1769947269,4068.0,0.0,1,0,1,0,0,0
459,277611.08,C1304518547,277611.08,0.0,C230736806,0.0,0.0,1,0,0,0,0,1
715,312577.27,C258797006,240907.0,0.0,C865973348,0.0,312577.27,0,0,1,0,0,0
639,49199.2,C1187062508,49199.2,0.0,C477677741,0.0,0.0,1,0,0,0,0,1
585,470325.08,C938594796,470325.08,0.0,C403817977,0.0,0.0,1,0,0,0,0,1
183,355909.21,C2002728636,355909.21,0.0,C318788140,0.0,355909.21,1,0,1,0,0,0
583,333390.18,C1517430908,333390.18,0.0,C268696158,0.0,0.0,1,0,0,0,0,1
12,23493.05,C370196628,761318.0,737824.95,M1212266086,0.0,0.0,0,0,0,0,1,0
584,597806.2,C743026974,597806.2,0.0,C1575584182,0.0,597806.2,1,0,1,0,0,0
134,36409.23,C1086741127,30392.0,0.0,M1012615347,0.0,0.0,0,0,0,0,1,0
215,45053.05,C108008113,45053.05,0.0,C2015543503,202038.75,247091.8,1,0,1,0,0,0
137,433348.97,C1139626226,433348.97,0.0,C767625461,1757052.79,2190401.76,1,0,1,0,0,0
