step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFlaggedFraud,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,isFraud
606,57588.67,57588.67,0.0,1478438.05,1536026.72,0,1,0,0,0,1
519,21738.98,21738.98,0.0,0.0,21738.98,0,1,0,0,0,1
659,50577.26,50577.26,0.0,0.0,0.0,0,0,0,0,1,1
47,12333.52,0.0,0.0,0.0,0.0,0,0,0,1,0,0
9,350705.74,350705.74,0.0,0.0,1184633.07,0,0,0,0,1,1
489,4241.44,4241.44,0.0,0.0,0.0,0,0,0,0,1,1
232,5873.37,0.0,0.0,188164.16,194037.53,0,1,0,0,0,0
310,30172.54,0.0,0.0,0.0,0.0,0,0,0,1,0,0
210,23610.85,23610.85,0.0,212041.22,235652.07,0,1,0,0,0,1
212,36035.11,36035.11,0.0,0.0,36035.11,0,1,0,0,0,1
64,104957.85,104957.85,0.0,29237.79,134195.64,0,1,0,0,0,1
436,59841.44,59841.44,0.0,0.0,0.0,0,0,0,0,1,1
375,337010.69,0.0,0.0,517824.95,854835.64,0,1,0,0,0,0
487,321307.31,321307.31,0.0,716857.2,1038164.5,0,1,0,0,0,1
322,340084.31,30020.0,0.0,0.0,340084.31,0,1,0,0,0,0
298,59835.18,55562.0,0.0,0.0,59835.18,0,1,0,0,0,0
371,8398.24,592604.31,584206.06,0.0,0.0,0,0,0,1,0,0
215,7684.12,0.0,0.0,149182.89,156867.01,0,1,0,0,0,0
373,112835.43,112835.43,0.0,857193.78,970029.21,0,1,0,0,0,1
210,33269.96,355.0,33624.96,2356370.63,2323100.67,0,0,0,0,0,0
14,4413.64,0.0,0.0,0.0,0.0,0,0,0,1,0,0
165,81157.39,61847.22,0.0,2174823.42,2255980.81,0,1,0,0,0,0
397,249984.75,249984.75,0.0,0.0,0.0,0,0,0,0,1,1
9,11308.0,11308.0,0.0,0.0,0.0,0,0,0,0,1,1
536,116974.87,116974.87,0.0,735380.64,852355.51,0,1,0,0,0,1
422,87381.78,87381.78,0.0,0.0,0.0,0,0,0,0,1,1
132,16388.23,0.0,0.0,346113.57,362501.8,0,1,0,0,0,0
164,276042.59,276042.59,0.0,734229.64,1010272.23,0,1,0,0,0,1
204,263150.23,35146.0,298296.23,0.0,0.0,0,0,0,0,0,0
353,174566.53,174566.53,0.0,0.0,0.0,0,0,0,0,1,1
204,167056.05,61326.0,228382.05,98213.55,0.0,0,0,0,0,0,0
179,445705.76,445705.76,0.0,0.0,445705.76,0,1,0,0,0,1
368,199414.45,199414.45,0.0,0.0,199414.45,0,1,0,0,0,1
26,37065.55,37065.55,0.0,1396327.66,1433393.21,0,1,0,0,0,1
192,8783.42,8783.42,0.0,0.0,8783.42,0,1,0,0,0,1
150,119454.86,119454.86,0.0,0.0,0.0,0,0,0,0,1,1
252,1710.34,41431.0,39720.66,0.0,0.0,0,0,0,1,0,0
94,9825.7,51540.0,41714.3,0.0,0.0,0,0,0,1,0,0
1,3218.06,52991.0,49772.94,0.0,0.0,0,0,0,1,0,0
230,3621.4,0.0,0.0,0.0,0.0,0,0,0,1,0,0
150,147171.3,147171.3,0.0,1326800.77,1473972.06,0,1,0,0,0,1
419,149535.0,149535.0,0.0,0.0,0.0,0,0,0,0,1,1
425,0.0,0.0,0.0,2921531.34,2921531.34,0,1,0,0,0,1
375,385567.18,385567.18,0.0,0.0,385567.18,0,1,0,0,0,1
35,1192.36,491998.67,490806.31,0.0,0.0,0,0,0,1,0,0
273,159106.12,159106.12,0.0,0.0,159106.12,0,1,0,0,0,1
135,60646.82,60646.82,0.0,43264.78,103911.6,0,1,0,0,0,1
164,1926.05,21537.0,19610.95,3188809.35,3190735.39,0,1,0,0,0,0
689,276253.24,276253.24,0.0,247810.47,524063.71,0,1,0,0,0,1
335,18311.68,90099.0,71787.32,0.0,0.0,0,0,0,1,0,0
391,47721.95,47721.95,0.0,39484.71,87206.65,0,1,0,0,0,1
578,152372.18,152372.18,0.0,0.0,0.0,0,0,0,0,1,1
661,408.67,10478.0,10069.33,0.0,0.0,0,0,0,1,0,0
278,50418.32,659941.0,609522.68,0.0,50418.32,0,1,0,0,0,0
484,67692.41,67692.41,0.0,25595.6,93288.0,0,1,0,0,0,1
251,16.11,1849.72,1833.62,0.0,0.0,0,0,0,1,0,0
309,222694.08,222694.08,0.0,0.0,0.0,0,0,0,0,1,1
330,61756.82,61756.82,0.0,0.0,0.0,0,0,0,0,1,1
14,32726.71,0.0,0.0,852951.61,1094864.15,0,1,0,0,0,0
317,681007.64,681007.64,0.0,0.0,0.0,0,0,0,0,1,1
739,194521.28,194521.28,0.0,0.0,0.0,0,0,0,0,1,1
490,317645.26,49676.0,0.0,38355.87,356001.13,0,1,0,0,0,0
326,10778.12,39736.0,28957.88,0.0,0.0,0,0,0,1,0,0
577,763170.76,763170.76,0.0,0.0,0.0,0,0,0,0,1,1
309,18107.55,0.0,0.0,0.0,0.0,0,0,0,1,0,0
349,319974.69,319974.69,0.0,0.0,0.0,0,0,0,0,1,1
251,436609.95,211726.34,0.0,644615.09,1081225.05,0,0,0,0,1,0
701,74581.07,74581.07,0.0,337536.17,412117.24,0,1,0,0,0,1
188,189381.37,246988.9,57607.54,492876.52,682257.89,0,1,0,0,0,0
275,58547.18,11280.0,0.0,210783.67,269330.84,0,0,0,0,1,0
91,28308.97,28308.97,0.0,0.0,28308.97,0,1,0,0,0,1
305,115883.26,0.0,0.0,2023723.18,2139606.44,0,1,0,0,0,0
451,475693.24,475693.24,0.0,28808.22,504501.46,0,1,0,0,0,1
65,403975.39,403975.39,0.0,0.0,403975.39,0,1,0,0,0,1
457,145482.09,145482.09,0.0,0.0,0.0,0,0,0,0,1,1
614,797235.09,797235.09,0.0,0.0,0.0,0,0,0,0,1,1
133,363565.91,0.0,0.0,412259.69,775825.61,0,1,0,0,0,0
714,69724.85,69724.85,0.0,0.0,0.0,0,0,0,0,1,1
399,22935.49,0.0,0.0,0.0,0.0,0,0,0,1,0,0
255,96467.52,0.0,0.0,131640.86,228108.38,0,0,0,0,1,0
563,190662.7,190662.7,0.0,0.0,0.0,0,0,0,0,1,1
467,269722.42,269722.42,0.0,24817.83,294540.26,0,1,0,0,0,1
351,178344.25,178344.25,0.0,0.0,0.0,0,0,0,0,1,1
258,5319.56,0.0,0.0,0.0,0.0,0,0,0,1,0,0
705,105269.81,105269.81,0.0,0.0,0.0,0,0,0,0,1,1
404,19086.6,507.03,0.0,0.0,0.0,0,0,0,1,0,0
595,553124.56,553124.56,0.0,0.0,0.0,0,0,0,0,1,1
353,468.53,18713.0,18244.47,46924.45,47392.98,0,1,0,0,0,0
375,118462.93,118462.93,0.0,0.0,0.0,0,0,0,0,1,1
457,173020.24,173020.24,0.0,0.0,0.0,0,0,0,0,1,1
37,528597.2,11420.0,540017.2,691712.54,163115.34,0,0,0,0,0,0
334,245108.55,0.0,0.0,1129429.97,1374538.51,0,0,0,0,1,0
250,13743.94,0.0,0.0,0.0,0.0,0,0,0,1,0,0
133,1804.86,198697.77,196892.9,0.0,0.0,0,0,0,1,0,0
595,10674.71,50059.0,39384.29,0.0,0.0,0,0,0,1,0,0
656,2053.55,51985.0,49931.45,0.0,0.0,0,0,0,1,0,0
650,692654.27,692654.27,0.0,0.0,0.0,0,0,0,0,1,1
362,174.92,174.92,0.0,29134.25,29309.17,0,1,0,0,0,1
401,83277.35,3257.81,0.0,3015977.63,3258522.02,0,1,0,0,0,0
544,4910.32,0.0,0.0,0.0,0.0,0,0,0,1,0,0
401,65365.11,65365.11,0.0,490135.89,604680.44,0,1,0,0,0,1
322,294598.7,6292.0,0.0,0.0,294598.7,0,1,0,0,0,0
403,264286.19,264286.19,0.0,714984.86,979271.04,0,1,0,0,0,1
9,213611.7,51847.0,265458.7,16530.0,20256.88,0,0,0,0,0,0
19,10050.22,0.0,0.0,349502.3,11927.33,0,1,0,0,0,0
380,51934.53,0.0,0.0,758200.86,810135.39,0,1,0,0,0,0
147,489514.32,489514.32,0.0,0.0,0.0,0,0,0,0,1,1
250,174683.34,174683.34,0.0,0.0,0.0,0,0,0,0,1,1
321,15880.69,5051.0,0.0,0.0,0.0,0,0,0,1,0,0
252,21226.73,0.0,0.0,0.0,0.0,0,0,0,1,0,0
304,106998.28,0.0,0.0,1028111.02,1135109.3,0,1,0,0,0,0
187,6485.39,0.0,0.0,0.0,0.0,0,0,0,1,0,0
735,123146.28,123146.28,0.0,0.0,0.0,0,0,0,0,1,1
303,39949.37,32222.0,0.0,0.0,0.0,0,0,0,1,0,0
250,246841.08,523549.95,770391.03,770238.83,523397.75,0,0,0,0,0,0
263,297465.74,297465.74,0.0,0.0,0.0,0,0,0,0,1,1
395,47984.43,47984.43,0.0,299049.39,347033.81,0,1,0,0,0,1
403,108560.06,108560.06,0.0,0.0,0.0,0,0,0,0,1,1
133,269187.45,31434.0,300621.45,247285.19,0.0,0,0,0,0,0,0
308,257597.95,11116.0,268713.95,0.0,0.0,0,0,0,0,0,0
280,475854.04,475854.04,0.0,139286.33,615140.37,0,1,0,0,0,1
577,727792.98,727792.98,0.0,0.0,0.0,0,0,0,0,1,1
75,460436.43,460436.43,0.0,0.0,0.0,0,0,0,0,1,1
233,45453.32,0.0,0.0,73295.5,118748.82,0,1,0,0,0,0
279,98897.07,98897.07,0.0,0.0,0.0,0,0,0,0,1,1
346,180110.22,180110.22,0.0,0.0,180110.22,0,1,0,0,0,1
277,3887.32,0.0,0.0,0.0,0.0,0,0,0,1,0,0
238,134313.22,134313.22,0.0,0.0,134313.22,0,1,0,0,0,1
208,23031.26,23031.26,0.0,69782.59,92813.86,0,1,0,0,0,1
141,129709.85,35504.0,0.0,846975.92,976685.77,0,1,0,0,0,0
350,311.14,0.0,0.0,0.0,0.0,0,0,0,1,0,0
207,7855.55,81651.6,73796.04,0.0,0.0,0,0,0,1,0,0
180,28342.71,0.0,0.0,434857.68,463200.38,0,1,0,0,0,0
139,194263.65,1484.0,0.0,0.0,194263.65,0,1,0,0,0,0
569,199351.92,198669.0,398020.92,350885.94,151534.02,0,0,0,0,0,0
324,87995.22,422627.65,334632.43,4380005.29,4468000.51,0,1,0,0,0,0
238,26744.25,0.0,0.0,0.0,0.0,0,0,0,1,0,0
308,5610.33,18782.0,13171.67,0.0,0.0,0,0,0,1,0,0
180,200412.28,0.0,0.0,392838.61,593250.9,0,1,0,0,0,0
146,322329.78,322329.78,0.0,115917.67,438247.45,0,1,0,0,0,1
688,185787.92,9074.0,0.0,520132.21,705920.13,0,1,0,0,0,0
15,164500.81,164500.81,0.0,685636.21,850137.02,0,1,0,0,0,1
325,5212.21,843506.0,838293.79,75023.94,80236.14,0,1,0,0,0,0
652,92043.22,92043.22,0.0,3090723.25,3182766.47,0,1,0,0,0,1
630,17484.29,17484.29,0.0,0.0,17484.29,0,1,0,0,0,1
462,167743.93,167743.93,0.0,0.0,0.0,0,0,0,0,1,1
133,326731.98,21958.0,0.0,89460.91,416192.89,0,1,0,0,0,0
183,7036.89,0.0,0.0,0.0,0.0,0,0,0,1,0,0
715,312577.27,240907.0,0.0,0.0,312577.27,0,1,0,0,0,0
67,106460.7,106460.7,0.0,0.0,0.0,0,0,0,0,1,1
355,6822.44,0.0,0.0,0.0,0.0,0,0,0,1,0,0
187,136266.25,0.0,0.0,284411.94,420678.18,0,1,0,0,0,0
427,474195.1,474195.1,0.0,0.0,474195.1,0,1,0,0,0,1
484,67692.41,67692.41,0.0,0.0,0.0,0,0,0,0,1,1
253,25682.95,60185.0,34502.05,11697.04,0.0,0,1,0,0,0,0
379,133084.96,22254.0,0.0,2047627.23,2180712.19,0,1,0,0,0,0
524,251724.43,0.0,0.0,1229951.29,1481675.73,0,1,0,0,0,0
277,7588.17,11326.0,3737.83,3012100.35,3019688.52,0,1,0,0,0,0
45,217255.97,217255.97,0.0,0.0,0.0,0,0,0,0,1,1
7,4745.03,10231.0,5485.97,0.0,0.0,0,0,0,1,0,0
215,332151.67,332151.67,0.0,0.0,332151.67,0,1,0,0,0,1
597,517183.38,517183.38,0.0,0.0,517183.38,0,1,0,0,0,1
643,352179.76,352179.76,0.0,0.0,0.0,0,0,0,0,1,1
546,14369.45,0.0,0.0,3456252.82,3470622.27,0,1,0,0,0,0
34,70782.59,290173.3,360955.89,716426.71,645644.12,0,0,0,0,0,0
231,163166.23,310622.0,147455.77,145967.2,309133.43,0,1,0,0,0,0
40,1315.32,55483.0,54167.68,0.0,0.0,0,0,0,1,0,0
410,206985.26,206985.26,0.0,0.0,0.0,0,0,0,0,1,1
308,108903.95,34627.0,143530.95,0.0,0.0,0,0,0,0,0,0
71,91691.75,91691.75,0.0,329117.96,420809.71,0,1,0,0,0,1
634,215299.28,215299.28,0.0,0.0,0.0,0,0,0,0,1,1
155,28826.4,777.0,0.0,30743.0,0.0,0,1,0,0,0,0
15,381001.73,19575.0,0.0,1435566.6,1816568.33,0,1,0,0,0,0
402,33071.8,102902.0,69830.2,0.0,0.0,0,0,0,1,0,0
158,218257.74,120490.0,0.0,863880.29,1082138.03,0,1,0,0,0,0
283,76276.71,5081.0,0.0,13034.87,89311.58,0,1,0,0,0,0
358,10358.27,10358.27,0.0,0.0,10358.27,0,1,0,0,0,1
156,5619.33,51751.0,46131.67,0.0,0.0,0,0,0,1,0,0
177,3175.06,0.0,0.0,0.0,0.0,0,0,0,1,0,0
253,126912.65,100697.0,0.0,0.0,126912.65,0,1,0,0,0,0
379,249231.46,0.0,0.0,4816650.89,5065882.35,0,1,0,0,0,0
13,454859.39,0.0,0.0,0.0,454859.39,0,1,0,0,0,1
588,56658.75,40067.0,0.0,708629.28,765288.03,0,1,0,0,0,0
483,526119.49,526119.49,0.0,340510.43,866629.92,0,1,0,0,0,1
396,137423.07,2117.0,139540.07,5951.74,0.0,0,0,0,0,0,0
381,102752.94,37143.0,0.0,0.0,102752.94,0,1,0,0,0,0
25,802382.45,802382.45,0.0,0.0,0.0,0,0,0,0,1,1
380,425583.0,0.0,0.0,1845174.89,2270757.88,0,1,0,0,0,0
282,371669.59,371669.59,0.0,1636.52,373306.12,0,1,0,0,0,1
597,88099.88,88099.88,0.0,0.0,0.0,0,0,0,0,1,1
188,389214.05,389214.05,0.0,0.0,389214.05,0,1,0,0,0,1
303,86608.71,0.0,0.0,2828839.86,4605592.69,0,1,0,0,0,0
348,65585.65,0.0,0.0,242894.07,308479.72,0,1,0,0,0,0
213,6269.75,29922.0,23652.25,0.0,0.0,0,0,0,1,0,0
92,271908.4,271908.4,0.0,1488088.26,1759996.66,0,1,0,0,0,1
377,434006.52,434006.52,0.0,0.0,0.0,0,0,0,0,1,1
137,20744.48,0.0,0.0,1067403.75,1088148.23,0,1,0,0,0,0
42,311277.55,103002.0,0.0,47247.78,358525.33,0,1,0,0,0,0
357,18740.58,1893.0,0.0,0.0,0.0,0,0,0,1,0,0
638,249017.98,249017.98,0.0,0.0,0.0,0,0,0,0,1,1
41,82806.2,82806.2,0.0,0.0,0.0,0,0,0,0,1,1
580,628697.26,628697.26,0.0,0.0,628697.26,0,1,0,0,0,1
299,28253.9,11389.0,0.0,0.0,0.0,0,0,0,1,0,0
183,19297.97,154650.24,135352.28,0.0,0.0,0,0,0,1,0,0
284,9903.75,0.0,0.0,0.0,0.0,0,0,0,1,0,0
681,65518.47,0.0,0.0,67695.57,133214.04,0,1,0,0,0,0
140,338873.13,0.0,0.0,1235316.73,1574189.86,0,1,0,0,0,0
187,856386.66,856386.66,0.0,256445.98,1112832.65,0,1,0,0,0,1
359,122639.34,122639.34,0.0,0.0,0.0,0,0,0,0,1,1
290,165368.59,165368.59,0.0,19946.26,185314.85,0,1,0,0,0,1
270,144731.73,144731.73,0.0,0.0,0.0,0,0,0,0,1,1
276,481772.31,0.0,0.0,667572.64,1149344.95,0,0,0,0,1,0
736,537539.57,537539.57,0.0,0.0,0.0,0,0,0,0,1,1
214,33008.59,120412.0,87403.41,2272776.5,2305785.09,0,1,0,0,0,0
356,34116.41,0.0,0.0,175472.58,209588.99,0,0,0,0,1,0
345,132973.41,132973.41,0.0,0.0,132973.41,0,1,0,0,0,1
620,18405.16,18405.16,0.0,803683.91,822089.07,0,1,0,0,0,1
9,9337.01,0.0,0.0,0.0,0.0,0,0,0,1,0,0
347,356627.38,443.0,0.0,0.0,356627.38,0,1,0,0,0,0
283,113360.8,113360.8,0.0,0.0,0.0,0,0,0,0,1,1
462,102464.68,102464.68,0.0,0.0,0.0,0,0,0,0,1,1
205,9300.69,0.0,0.0,0.0,0.0,0,0,0,1,0,0
476,37394.15,37394.15,0.0,0.0,0.0,0,0,0,0,1,1
377,183085.4,10879.0,193964.4,0.0,0.0,0,0,0,0,0,0
701,74581.07,74581.07,0.0,0.0,0.0,0,0,0,0,1,1
705,62898.81,62898.81,0.0,0.0,0.0,0,0,0,0,1,1
61,332138.32,332138.32,0.0,52021.34,384159.66,0,1,0,0,0,1
217,92057.19,92057.19,0.0,0.0,0.0,0,0,0,0,1,1
133,138814.43,69636.0,208450.43,509173.75,370359.32,0,0,0,0,0,0
370,196325.03,53213.0,0.0,2663658.43,2859983.46,0,1,0,0,0,0
35,136983.26,136983.26,0.0,0.0,136983.26,0,1,0,0,0,1
373,242702.51,5238.15,247940.66,1113948.22,871245.71,0,0,0,0,0,0
69,175328.85,175328.85,0.0,110129.95,285458.8,0,1,0,0,0,1
514,137605.04,137605.04,0.0,0.0,137605.04,0,1,0,0,0,1
279,7449.03,21888.05,14439.03,0.0,0.0,0,0,0,1,0,0
361,299016.86,299016.86,0.0,187459.53,486476.39,0,1,0,0,0,1
355,167949.51,34036.0,0.0,2333355.21,2501304.71,0,1,0,0,0,0
7,262434.54,262434.54,0.0,19525.79,438233.86,0,1,0,0,0,1
207,47952.33,0.0,0.0,360709.55,408661.88,0,1,0,0,0,0
329,404187.93,5005.0,409192.93,556611.99,152424.05,0,0,0,0,0,0
255,351843.08,351843.08,0.0,0.0,0.0,0,0,0,0,1,1
324,222836.62,0.0,0.0,227244.52,450081.14,0,1,0,0,0,0
165,798007.45,798007.45,0.0,156472.57,954480.02,0,1,0,0,0,1
658,120582.86,120582.86,0.0,0.0,0.0,0,0,0,0,1,1
239,28979.93,0.0,0.0,1723916.83,1752896.76,0,1,0,0,0,0
566,92641.52,92641.52,0.0,899062.84,991704.37,0,1,0,0,0,1
616,89846.18,89846.18,0.0,0.0,0.0,0,0,0,0,1,1
230,217496.73,356536.0,139039.27,453326.21,670822.94,0,1,0,0,0,0
296,312151.06,312151.06,0.0,181590.34,493741.41,0,1,0,0,0,1
287,7954.18,0.0,0.0,0.0,0.0,0,0,0,1,0,0
245,688034.32,688034.32,0.0,0.0,0.0,0,0,0,0,1,1
84,39379.45,39379.45,0.0,0.0,0.0,0,0,0,0,1,1
231,279637.53,83673.0,363310.53,173777.01,0.0,0,0,0,0,0,0
727,69039.64,69039.64,0.0,0.0,0.0,0,0,0,0,1,1
561,285294.11,285294.11,0.0,0.0,0.0,0,0,0,0,1,1
11,4985.94,0.0,0.0,0.0,0.0,0,0,0,1,0,0
448,369505.41,369505.41,0.0,141459.77,510965.18,0,1,0,0,0,1
357,74921.74,74921.74,0.0,568763.3,643685.04,0,1,0,0,0,1
244,1946.74,1946.74,0.0,0.0,0.0,0,0,0,0,1,1
475,71511.19,71511.19,0.0,0.0,71511.19,0,1,0,0,0,1
333,13622.67,69833.0,56210.33,84460.03,98082.71,0,1,0,0,0,0
715,187821.02,21732.0,0.0,208236.99,396058.0,0,1,0,0,0,0
234,151518.65,847752.96,999271.61,2247785.74,2096267.08,0,0,0,0,0,0
178,425382.67,0.0,0.0,1664906.31,2090288.98,0,1,0,0,0,0
226,77621.62,356663.0,279041.38,6455.29,84076.91,0,1,0,0,0,0
349,3710.53,85747.1,82036.56,0.0,0.0,0,0,0,1,0,0
333,118402.33,0.0,0.0,1656174.11,1774576.44,0,1,0,0,0,0
13,10452.56,0.0,0.0,0.0,0.0,0,0,0,1,0,0
351,102638.53,34596.0,0.0,343582.4,446220.93,0,1,0,0,0,0
129,22366.57,0.0,0.0,0.0,0.0,0,0,0,1,0,0
153,379012.4,0.0,0.0,606234.59,1255570.84,0,1,0,0,0,0
83,286769.07,286769.07,0.0,0.0,286769.07,0,1,0,0,0,1
178,1249.51,0.0,0.0,0.0,0.0,0,0,0,1,0,0
568,30790.13,30790.13,0.0,0.0,0.0,0,0,0,0,1,1
470,8177.04,8177.04,0.0,842143.06,850320.1,0,1,0,0,0,1
228,120491.56,120491.56,0.0,0.0,0.0,0,0,0,0,1,1
205,8159.08,142596.33,134437.25,0.0,0.0,0,0,0,1,0,0
341,414394.38,414394.38,0.0,900092.02,1314486.4,0,1,0,0,0,1
356,161284.07,167057.0,5772.93,808356.97,969641.03,0,1,0,0,0,0
353,149271.98,20080.0,0.0,124210.78,273482.75,0,1,0,0,0,0
726,9065.44,9065.44,0.0,0.0,0.0,0,0,0,0,1,1
379,211617.3,167470.0,0.0,0.0,211617.3,0,1,0,0,0,0
376,18023.13,651539.0,633515.87,1226307.84,1244330.98,0,1,0,0,0,0
719,119306.06,119306.06,0.0,0.0,0.0,0,0,0,0,1,1
6,271666.26,20580.0,292246.26,0.0,0.0,0,0,0,0,0,0
352,18636.1,18530.0,0.0,0.0,0.0,0,0,0,1,0,0
422,40591.72,40591.72,0.0,276257.36,316849.08,0,1,0,0,0,1
72,730574.39,730574.39,0.0,183897.18,914471.57,0,1,0,0,0,1
495,255286.59,255286.59,0.0,0.0,255286.59,0,1,0,0,0,1
189,12364.9,0.0,0.0,0.0,0.0,0,0,0,1,0,0
235,290215.26,69405.0,0.0,139520.62,429735.88,0,1,0,0,0,0
222,35759.12,35759.12,0.0,528553.38,564312.49,0,1,0,0,0,1
613,170486.7,170486.7,0.0,337632.83,508119.54,0,1,0,0,0,1
559,127564.33,127564.33,0.0,0.0,0.0,0,0,0,0,1,1
443,348915.96,348915.96,0.0,0.0,348915.96,0,1,0,0,0,1
694,174107.36,174107.36,0.0,3873738.68,4047846.04,0,1,0,0,0,1
73,684796.16,684796.16,0.0,0.0,0.0,0,0,0,0,1,1
377,29437.29,4492.0,0.0,0.0,0.0,0,0,0,1,0,0
68,157494.6,157494.6,0.0,0.0,0.0,0,0,0,0,1,1
617,621034.85,621034.85,0.0,0.0,0.0,0,0,0,0,1,1
421,207021.45,207021.45,0.0,0.0,0.0,0,0,0,0,1,1
51,339275.64,339275.64,0.0,1481576.03,1820851.68,0,1,0,0,0,1
346,15145.97,0.0,0.0,0.0,0.0,0,0,0,1,0,0
208,3956.38,10823.0,6866.62,3529314.61,3533270.99,0,1,0,0,0,0
535,72878.02,72878.02,0.0,0.0,0.0,0,0,0,0,1,1
178,509717.83,86587.0,596304.83,286652.79,0.0,0,0,0,0,0,0
703,13024.95,13024.95,0.0,0.0,13024.95,0,1,0,0,0,1
374,142529.4,48882.0,0.0,225194.15,367723.54,0,0,0,0,1,0
618,153870.09,153870.09,0.0,333695.5,487565.59,0,1,0,0,0,1
55,109028.8,109028.8,0.0,674110.57,783139.37,0,1,0,0,0,1
185,58418.98,8916.0,0.0,0.0,58418.98,0,1,0,0,0,0
625,259103.16,259103.16,0.0,15446.58,274549.74,0,1,0,0,0,1
40,2413.21,0.0,0.0,0.0,0.0,0,0,0,1,0,0
286,97091.24,97091.24,0.0,0.0,0.0,0,0,0,0,1,1
624,24366.07,24366.07,0.0,8949.48,33315.54,0,1,0,0,0,1
43,119366.11,16000.0,0.0,122933.89,323910.53,0,1,0,0,0,0
742,258355.42,258355.42,0.0,25176.67,283532.09,0,1,0,0,0,1
441,739856.92,739856.92,0.0,0.0,0.0,0,0,0,0,1,1
324,276240.9,60727.0,336967.9,1194855.53,918614.63,0,0,0,0,0,0
141,370971.94,0.0,0.0,2259512.73,2630484.66,0,1,0,0,0,0
8,69478.99,256095.07,186616.07,0.0,0.0,0,0,0,1,0,0
298,40300.33,43967.0,3666.67,0.0,0.0,0,0,0,1,0,0
402,107482.49,0.0,0.0,132198.2,239680.69,0,1,0,0,0,0
282,391820.58,31610.0,423430.58,0.0,0.0,0,0,0,0,0,0
322,34740.32,0.0,0.0,0.0,0.0,0,0,0,1,0,0
147,522343.83,522343.83,0.0,0.0,0.0,0,0,0,0,1,1
259,72782.82,72782.82,0.0,0.0,0.0,0,0,0,0,1,1
199,295054.68,295054.68,0.0,0.0,295054.68,0,1,0,0,0,1
33,11735.72,0.0,0.0,0.0,0.0,0,0,0,1,0,0
8,3544.77,3394.0,0.0,0.0,0.0,0,0,0,1,0,0
310,219577.25,0.0,0.0,793046.57,1012623.82,0,1,0,0,0,0
615,368973.39,368973.39,0.0,131867.63,500841.01,0,1,0,0,0,1
18,9900.62,11888.0,1987.38,0.0,0.0,0,0,0,1,0,0
43,20636.47,61100.87,40464.4,0.0,0.0,0,0,0,1,0,0
320,171200.54,171200.54,0.0,76266.33,247466.87,0,1,0,0,0,1
726,834495.09,834495.09,0.0,471101.6,1305596.69,0,1,0,0,0,1
239,310089.03,0.0,0.0,402264.82,712353.85,0,1,0,0,0,0
349,192698.29,21344.0,0.0,3505745.81,3698444.09,0,1,0,0,0,0
84,351912.04,351912.04,0.0,0.0,0.0,0,0,0,0,1,1
162,477965.63,10546.0,0.0,16427.13,494392.77,0,1,0,0,0,0
156,254167.15,254167.15,0.0,0.0,0.0,0,0,0,0,1,1
580,105861.07,105861.07,0.0,39230.5,145091.57,0,1,0,0,0,1
106,2231.46,2231.46,0.0,0.0,0.0,0,0,0,0,1,1
312,608290.12,608290.12,0.0,187218.01,795508.14,0,1,0,0,0,1
551,3227.06,3227.06,0.0,110314.88,113541.94,0,1,0,0,0,1
37,2150.94,155706.69,153555.75,0.0,0.0,0,0,0,1,0,0
34,80268.64,15091.0,0.0,554056.74,634325.38,0,1,0,0,0,0
382,6085.3,6085.3,0.0,0.0,0.0,0,0,0,0,1,1
353,38676.85,350996.0,312319.15,3645059.87,3683736.72,0,1,0,0,0,0
380,70125.14,70125.14,0.0,0.0,0.0,0,0,0,0,1,1
378,36365.5,58287.15,21921.65,0.0,0.0,0,0,0,1,0,0
55,283400.42,283400.42,0.0,0.0,0.0,0,0,0,0,1,1
281,20615.54,0.0,0.0,0.0,0.0,0,0,0,1,0,0
370,9086.74,403132.0,394045.26,0.0,0.0,0,0,0,1,0,0
186,172.61,55578.0,55405.39,1646577.46,1646750.07,0,0,1,0,0,0
36,5784.25,37634.61,31850.37,0.0,0.0,0,0,0,1,0,0
526,377038.53,377038.53,0.0,0.0,0.0,0,0,0,0,1,1
8,181728.11,0.0,0.0,11397.0,184477.77,0,1,0,0,0,1
65,446032.95,446032.95,0.0,0.0,0.0,0,0,0,0,1,1
143,6100.62,0.0,0.0,0.0,0.0,0,0,0,1,0,0
187,7458.65,0.0,0.0,0.0,0.0,0,0,0,1,0,0
36,28248.7,22537.01,0.0,0.0,0.0,0,0,0,1,0,0
37,9390.43,0.0,0.0,0.0,0.0,0,0,0,1,0,0
323,336483.82,0.0,0.0,908418.12,1244901.93,0,1,0,0,0,0
726,316882.94,316882.94,0.0,0.0,0.0,0,0,0,0,1,1
34,428239.03,428239.03,0.0,0.0,0.0,0,0,0,0,1,1
41,557.77,0.0,0.0,0.0,0.0,0,0,0,1,0,0
15,623257.52,34147.49,0.0,3145952.26,3769209.77,0,0,0,0,1,0
296,716273.17,716273.17,0.0,0.0,0.0,0,0,0,0,1,1
303,99684.15,0.0,0.0,152941.13,252625.28,0,0,0,0,1,0
328,17310.28,0.0,0.0,0.0,0.0,0,0,0,1,0,0
22,235512.2,235512.2,0.0,0.0,0.0,0,0,0,0,1,1
352,48520.25,0.0,0.0,543157.53,591677.78,0,1,0,0,0,0
731,219275.19,219275.19,0.0,0.0,0.0,0,0,0,0,1,1
